Magnetometer,Accelerometer,Gyroscope,Height,VerticalSpeed
11.226321704103652,8.232635916342678,34.36487356303259,121.11924841188224,0.6349806281589991
11.301045540875903,8.28743339664233,34.490740549596104,121.71969362327977,0.6004452113975276
11.374289746544454,8.341145814132599,34.60281169981019,122.28564221682785,0.5659485935480859
11.446083619768173,8.393794654496661,34.701042186709024,122.81714126566953,0.5314990488416811
11.516455879053618,8.445400977972653,34.78539271940757,123.31424620773203,0.4971049420624922
11.585434674242808,8.49598542777806,34.8558295588174,123.7770209307679,0.46277472303587786
11.653047597773552,8.545568238367272,34.912324531141905,124.20553785189372,0.4285169211258193
11.71932169571678,8.594169243525638,34.95485503914541,124.59987799163578,0.39434013974205584
11.78428347859533,8.641807884303242,34.983404071191764,124.96013104249506,0.36025305085928494
11.84795893198853,8.688503216791588,34.99796020804882,125.28639543204413,0.3262643895490669
11.910373526926747,8.734273919746283,34.998517627455904,125.57877838056997,0.2923829485258409
11.971552230080169,8.779138302058792,34.98507610645268,125.83739595327948,0.258617572709511
12.03151951374578,8.82311431008024,34.95764102146834,126.06237310708366,0.2249771538041756
12.090299365636621,8.866219534800189,34.91622334617108,126.25384373197974,0.19147062489608402
12.147915298477193,8.908471218883275,34.860839647078784,126.41195068705115,0.15810695507140338
12.204390359408851,8.94988626356649,34.79151207693266,126.53684583110663,0.12489514405548618
12.25974713920898,8.990481235419919,34.7082683658364,126.6286900479814,0.09184421687476174
12.314007781327602,9.030272372973574,34.611141810164554,126.68765326652459,0.05896321854319808
12.367193990745047,9.069275593213035,34.500171259244375,126.71391447529899,0.026261208774400302
12.419327042654242,9.107506497946444,34.37540109981665,126.70766173201976,-0.006252743279233641
12.470427790971067,9.14498038004545,34.23688123828156,126.66909216776145,-0.03856956425831015
12.520516676676202,9.181712229562548,34.08466708073683,126.59841198596261,-0.07068018179883495
12.569613735991789,9.217716739727312,33.91881951081597,126.49583645626029,-0.10257552970232098
12.617738608396191,9.253008312823873,33.739404865335686,126.36158990318692,-0.13424655307336764
12.66491054448004,9.28760106595203,33.546494907761996,126.1959056897642,-0.16568421342272188
12.711148413646741,9.321508836674276,33.34016679950584,125.9990261960298,-0.19687949373440006
12.756470711660473,9.354745188551014,33.12050306905951,125.77120279253457,-0.22782340349523622
12.800895568044748,9.387323416566147,32.887591578986374,125.51269580884824,-0.2585069836863312
12.844440753334455,9.419256552445267,32.64152549077701,125.22377449711483,-0.28892131173340374
12.887123686184324,9.450557369868504,32.38240322758589,124.90471699069863,-0.31905750641620045
12.928961440336607,9.481238389580179,32.11032843486334,124.5558102579642,-0.3489067327344344
